"Laboratório de Algoritmia II-PL1","Laboratório de Algoritmia II-PL1","","",S,"",N,"","","","",""
"Laboratório de Algoritmia II-PL2","Laboratório de Algoritmia II-PL2","","",S,"",N,"","","","",""
