"Laboratório de Algoritmia I-PL1","Laboratório de Algoritmia I-PL1","","",S,"",N,"","","","",""
"Laboratório de Algoritmia I-PL2","Laboratório de Algoritmia I-PL2","","",S,"",N,"","","","",""
"Laboratório de Algoritmia I-PL3","Laboratório de Algoritmia I-PL3","","",S,"",N,"","","","",""
