"Autómatos e Linguagens Formais-TP1","Autómatos e Linguagens Formais-TP1","","",S,"",N,"","","","",""
"Autómatos e Linguagens Formais-TP2","Autómatos e Linguagens Formais-TP2","","",S,"",N,"","","","",""
