"Álgebra Universal e Categorias-TP1","Álgebra Universal e Categorias-TP1","","",S,"",N,"","","","",""
"Álgebra Universal e Categorias-TP2","Álgebra Universal e Categorias-TP2","","",S,"",N,"","","","",""
"Álgebra Universal e Categorias-TP3","Álgebra Universal e Categorias-TP3","","",S,"",N,"","","","",""
